cap_shape,cap_color,bruises,odor,gill_spacing,gill_color,stalk_shape,habitat,age_in_days,class
flat,yellow,no,pungent,close,black,enlarging,meadows,6,edible
sunken,gray,yes,foul,distant,black,enlarging,meadows,11,poisonous
sunken,gray,yes,foul,distant,brown,enlarging,grasses,5,poisonous
knobbed,red,yes,pungent,crowded,brown,enlarging,meadows,12,edible
conical,brown,no,pungent,crowded,buff,tapering,paths,7,edible
knobbed,white,yes,none,crowded,buff,enlarging,meadows,14,edible
bell,brown,yes,fishy,distant,buff,tapering,woods,2,poisonous
conical,white,no,fishy,crowded,chocolate,tapering,urban,11,poisonous
bell,brown,yes,none,crowded,chocolate,tapering,urban,7,edible
knobbed,white,no,pungent,close,buff,tapering,meadows,5,edible
knobbed,brown,no,pungent,crowded,gray,enlarging,grasses,1,poisonous
bell,brown,yes,foul,distant,chocolate,enlarging,urban,11,poisonous
conical,red,no,almond,crowded,gray,tapering,urban,2,poisonous
flat,red,no,none,close,chocolate,tapering,grasses,9,edible
conical,brown,no,fishy,distant,black,enlarging,paths,14,edible
knobbed,brown,no,almond,distant,gray,enlarging,meadows,11,poisonous
sunken,yellow,yes,none,close,black,tapering,meadows,8,poisonous
sunken,yellow,yes,none,crowded,brown,tapering,woods,13,edible
sunken,yellow,no,none,close,gray,tapering,woods,4,edible
knobbed,yellow,yes,none,close,gray,tapering,urban,2,edible
conical,gray,yes,fishy,crowded,brown,enlarging,meadows,3,edible
bell,gray,yes,fishy,close,buff,tapering,urban,12,edible
knobbed,yellow,yes,almond,close,buff,enlarging,grasses,11,edible
flat,red,yes,fishy,crowded,buff,enlarging,woods,12,poisonous
knobbed,brown,no,pungent,crowded,black,tapering,grasses,8,poisonous
bell,gray,no,foul,close,buff,enlarging,meadows,3,edible
bell,yellow,yes,none,distant,chocolate,enlarging,grasses,8,poisonous
knobbed,red,yes,almond,close,chocolate,enlarging,urban,3,edible
bell,brown,no,almond,close,brown,tapering,meadows,14,edible
flat,gray,no,fishy,close,brown,tapering,meadows,1,poisonous
bell,white,no,almond,distant,chocolate,tapering,grasses,2,edible
sunken,red,no,fishy,close,gray,enlarging,grasses,12,poisonous
sunken,red,yes,none,crowded,black,enlarging,woods,6,poisonous
flat,yellow,yes,none,crowded,buff,tapering,paths,9,poisonous
bell,red,no,none,close,black,tapering,meadows,8,poisonous
bell,yellow,no,none,distant,black,tapering,grasses,2,edible
bell,red,yes,fishy,distant,buff,tapering,woods,15,poisonous
sunken,gray,no,fishy,crowded,chocolate,tapering,paths,9,edible
conical,gray,no,pungent,crowded,brown,tapering,woods,5,poisonous
knobbed,brown,yes,foul,crowded,gray,enlarging,woods,12,poisonous
knobbed,gray,yes,almond,crowded,chocolate,tapering,meadows,15,edible
knobbed,gray,no,pungent,close,buff,enlarging,woods,5,poisonous
sunken,white,no,fishy,crowded,buff,tapering,meadows,2,poisonous
conical,yellow,yes,fishy,close,chocolate,tapering,grasses,2,poisonous
knobbed,gray,no,fishy,crowded,brown,enlarging,paths,10,poisonous
conical,yellow,no,foul,crowded,buff,tapering,grasses,4,poisonous
flat,white,no,pungent,distant,buff,enlarging,urban,8,poisonous
flat,red,no,almond,distant,chocolate,enlarging,grasses,4,edible
sunken,white,no,pungent,distant,chocolate,tapering,paths,13,edible
sunken,yellow,yes,almond,crowded,chocolate,tapering,woods,11,edible
sunken,white,yes,fishy,crowded,buff,enlarging,paths,14,edible
conical,white,yes,fishy,close,chocolate,tapering,urban,8,poisonous
conical,gray,no,foul,crowded,chocolate,enlarging,meadows,3,edible
knobbed,yellow,no,almond,crowded,black,enlarging,paths,15,edible
bell,red,no,fishy,crowded,black,enlarging,woods,3,poisonous
knobbed,white,yes,none,distant,gray,tapering,paths,7,edible
knobbed,brown,no,foul,close,chocolate,enlarging,grasses,15,poisonous
sunken,white,yes,fishy,close,chocolate,enlarging,paths,11,poisonous
conical,white,yes,pungent,close,buff,enlarging,meadows,2,poisonous
bell,white,yes,almond,crowded,black,tapering,grasses,9,edible
flat,brown,yes,fishy,crowded,chocolate,enlarging,woods,11,poisonous
sunken,white,yes,pungent,close,gray,enlarging,woods,15,edible
conical,gray,no,fishy,close,black,tapering,meadows,14,edible
conical,red,yes,foul,close,chocolate,enlarging,urban,2,poisonous
bell,white,yes,foul,crowded,buff,enlarging,meadows,3,poisonous
conical,gray,yes,pungent,distant,gray,tapering,woods,12,poisonous
conical,gray,yes,pungent,crowded,chocolate,enlarging,grasses,10,edible
flat,brown,no,none,distant,black,enlarging,meadows,5,edible
conical,brown,yes,fishy,close,brown,enlarging,paths,10,poisonous
flat,gray,no,pungent,distant,chocolate,tapering,grasses,1,edible
sunken,red,yes,none,close,black,tapering,meadows,1,edible
sunken,brown,no,none,crowded,chocolate,enlarging,woods,14,poisonous
sunken,gray,no,foul,distant,chocolate,tapering,urban,11,edible
flat,yellow,no,almond,close,chocolate,enlarging,urban,5,poisonous
flat,yellow,no,pungent,close,brown,enlarging,urban,1,poisonous
conical,yellow,no,fishy,distant,chocolate,enlarging,urban,3,edible
flat,yellow,no,almond,close,brown,enlarging,meadows,5,poisonous
conical,gray,yes,none,close,black,enlarging,meadows,3,poisonous
conical,brown,no,fishy,crowded,brown,enlarging,woods,12,edible
knobbed,red,yes,pungent,close,buff,tapering,meadows,3,poisonous
flat,white,no,none,crowded,black,tapering,paths,11,edible
flat,white,yes,fishy,crowded,buff,tapering,urban,12,edible
bell,brown,no,pungent,distant,gray,enlarging,meadows,7,poisonous
bell,yellow,yes,pungent,distant,brown,enlarging,paths,2,edible
conical,brown,no,none,crowded,brown,enlarging,woods,11,edible
knobbed,brown,no,almond,crowded,gray,tapering,urban,12,poisonous
bell,yellow,no,almond,distant,chocolate,enlarging,meadows,2,poisonous
conical,red,yes,almond,crowded,brown,enlarging,paths,1,poisonous
flat,brown,no,none,distant,black,enlarging,paths,10,edible
conical,brown,no,almond,close,brown,enlarging,grasses,11,poisonous
bell,red,yes,pungent,distant,buff,enlarging,woods,14,poisonous
bell,white,no,almond,close,gray,enlarging,woods,2,edible
flat,red,yes,pungent,crowded,black,tapering,grasses,5,poisonous
conical,brown,no,none,crowded,brown,tapering,urban,10,edible
knobbed,brown,yes,almond,crowded,brown,enlarging,grasses,4,edible
conical,brown,no,none,close,buff,tapering,paths,7,edible
knobbed,gray,no,none,crowded,brown,enlarging,paths,1,edible
knobbed,white,yes,none,close,chocolate,tapering,meadows,12,poisonous
bell,yellow,no,fishy,distant,gray,tapering,urban,10,edible
flat,brown,yes,none,crowded,brown,tapering,paths,1,edible
bell,white,yes,pungent,close,brown,enlarging,grasses,14,edible
bell,brown,no,fishy,close,black,enlarging,paths,4,edible
conical,red,no,fishy,close,black,tapering,paths,12,poisonous
conical,white,no,none,crowded,buff,tapering,urban,13,poisonous
flat,white,no,foul,crowded,buff,tapering,urban,1,edible
conical,yellow,yes,none,distant,buff,enlarging,meadows,8,poisonous
conical,gray,yes,fishy,distant,buff,enlarging,urban,1,edible
flat,gray,no,almond,distant,black,enlarging,paths,11,edible
flat,gray,no,foul,close,chocolate,tapering,urban,11,poisonous
sunken,white,no,pungent,distant,buff,enlarging,meadows,10,poisonous
knobbed,gray,yes,none,distant,brown,tapering,woods,9,edible
conical,gray,no,pungent,crowded,gray,tapering,grasses,11,poisonous
knobbed,red,yes,almond,distant,black,enlarging,urban,11,edible
flat,red,yes,fishy,close,buff,enlarging,woods,10,edible
sunken,brown,yes,almond,close,brown,tapering,meadows,15,edible
flat,white,yes,fishy,crowded,brown,tapering,paths,5,poisonous
conical,gray,no,none,close,gray,enlarging,urban,8,edible
conical,gray,no,none,distant,buff,enlarging,urban,6,edible
knobbed,brown,yes,foul,distant,black,tapering,woods,1,edible
bell,gray,yes,pungent,distant,buff,tapering,grasses,11,poisonous
conical,brown,yes,almond,crowded,brown,enlarging,urban,11,poisonous
bell,brown,no,fishy,crowded,gray,tapering,meadows,13,edible
flat,brown,yes,none,crowded,chocolate,tapering,grasses,3,poisonous
knobbed,brown,no,foul,distant,buff,tapering,urban,2,poisonous
sunken,gray,yes,none,distant,gray,enlarging,urban,2,poisonous
knobbed,brown,yes,almond,crowded,black,tapering,urban,13,edible
flat,white,yes,pungent,distant,brown,enlarging,grasses,14,poisonous
knobbed,red,yes,pungent,close,brown,enlarging,paths,15,edible
flat,gray,yes,none,distant,black,enlarging,urban,8,edible
knobbed,brown,no,fishy,close,gray,tapering,paths,1,poisonous
sunken,gray,no,none,distant,black,tapering,paths,8,poisonous
sunken,red,no,almond,distant,chocolate,enlarging,urban,6,poisonous
flat,white,yes,pungent,distant,buff,enlarging,paths,3,poisonous
knobbed,yellow,yes,almond,close,chocolate,enlarging,urban,3,edible
flat,yellow,no,fishy,close,buff,enlarging,woods,9,poisonous
sunken,brown,yes,pungent,crowded,buff,enlarging,grasses,6,poisonous
conical,brown,yes,almond,crowded,gray,enlarging,woods,11,edible
knobbed,yellow,yes,pungent,crowded,black,enlarging,meadows,13,edible
knobbed,red,yes,none,close,gray,enlarging,woods,7,poisonous
conical,red,no,foul,crowded,black,tapering,urban,2,edible
conical,white,no,almond,distant,buff,tapering,meadows,3,poisonous
bell,gray,no,none,distant,brown,enlarging,urban,2,edible
conical,yellow,no,fishy,distant,brown,tapering,woods,7,poisonous
sunken,brown,no,fishy,close,buff,enlarging,paths,7,edible
knobbed,yellow,no,fishy,close,chocolate,enlarging,meadows,12,edible
flat,yellow,yes,foul,distant,chocolate,tapering,meadows,4,edible
conical,white,yes,pungent,distant,brown,tapering,urban,6,poisonous
sunken,brown,yes,foul,close,gray,enlarging,grasses,11,poisonous
bell,yellow,no,almond,distant,black,enlarging,woods,9,edible
bell,yellow,yes,pungent,distant,black,enlarging,paths,1,poisonous
bell,red,yes,almond,close,brown,enlarging,meadows,15,poisonous
flat,yellow,yes,none,crowded,brown,enlarging,grasses,8,edible
sunken,gray,no,fishy,close,brown,enlarging,paths,2,edible
bell,white,yes,fishy,crowded,gray,enlarging,urban,14,poisonous
bell,white,yes,foul,distant,chocolate,tapering,grasses,12,poisonous
sunken,white,no,foul,crowded,black,enlarging,paths,6,poisonous
bell,yellow,yes,foul,distant,black,enlarging,grasses,5,edible
conical,brown,no,fishy,distant,brown,enlarging,urban,7,edible
conical,red,yes,none,distant,black,enlarging,meadows,12,edible
flat,brown,yes,almond,distant,brown,enlarging,grasses,15,edible
sunken,brown,no,foul,crowded,black,enlarging,grasses,6,edible
flat,white,yes,pungent,distant,buff,enlarging,meadows,3,edible
sunken,gray,no,pungent,close,black,tapering,paths,1,poisonous
bell,red,yes,almond,close,buff,tapering,woods,14,poisonous
bell,brown,no,fishy,distant,buff,tapering,meadows,11,edible
flat,brown,no,almond,crowded,buff,enlarging,urban,12,poisonous
sunken,yellow,no,pungent,distant,black,enlarging,urban,1,poisonous
knobbed,yellow,yes,none,distant,gray,enlarging,woods,12,edible
conical,red,no,fishy,close,brown,enlarging,woods,14,edible
knobbed,yellow,yes,almond,crowded,chocolate,tapering,meadows,5,edible
conical,white,yes,foul,distant,brown,enlarging,urban,15,poisonous
flat,white,yes,none,crowded,chocolate,enlarging,grasses,4,edible
conical,gray,no,none,close,brown,enlarging,meadows,5,poisonous
bell,red,yes,fishy,distant,gray,enlarging,grasses,3,edible
bell,gray,no,foul,close,gray,tapering,meadows,10,edible
knobbed,yellow,yes,none,close,black,tapering,woods,10,edible
flat,gray,yes,foul,crowded,black,enlarging,paths,10,poisonous
sunken,brown,yes,almond,crowded,brown,enlarging,urban,3,poisonous
bell,red,no,fishy,distant,chocolate,tapering,woods,15,edible
knobbed,red,no,foul,crowded,gray,enlarging,paths,10,edible
conical,yellow,no,none,distant,buff,enlarging,meadows,2,edible
bell,yellow,yes,fishy,close,chocolate,tapering,woods,8,poisonous
bell,white,no,almond,crowded,gray,tapering,urban,10,edible
conical,yellow,yes,pungent,distant,brown,tapering,woods,1,poisonous
knobbed,yellow,yes,foul,distant,gray,tapering,grasses,8,edible
bell,red,no,fishy,close,brown,enlarging,paths,2,poisonous
knobbed,brown,yes,foul,crowded,brown,enlarging,grasses,8,edible
knobbed,red,no,foul,distant,buff,enlarging,grasses,11,edible
flat,yellow,yes,fishy,crowded,chocolate,tapering,woods,14,edible
sunken,red,no,pungent,crowded,gray,enlarging,meadows,1,edible
bell,red,yes,almond,close,brown,enlarging,paths,10,edible
conical,white,yes,almond,close,gray,tapering,urban,8,poisonous
conical,red,no,almond,close,gray,enlarging,grasses,4,poisonous
sunken,white,yes,almond,crowded,brown,enlarging,meadows,2,edible
knobbed,brown,yes,almond,distant,black,enlarging,paths,1,poisonous
conical,red,no,pungent,distant,black,tapering,grasses,15,poisonous
flat,brown,yes,pungent,close,chocolate,tapering,meadows,4,edible
sunken,white,no,pungent,distant,black,enlarging,woods,10,poisonous
bell,red,yes,almond,distant,brown,enlarging,paths,15,poisonous
flat,brown,no,pungent,close,black,enlarging,grasses,14,poisonous
sunken,red,no,almond,crowded,black,tapering,meadows,4,edible
flat,gray,no,almond,close,buff,enlarging,paths,11,poisonous
bell,white,no,almond,crowded,black,enlarging,grasses,11,edible
conical,white,no,almond,distant,gray,tapering,urban,2,edible
conical,white,yes,pungent,close,black,tapering,urban,13,poisonous
bell,white,yes,foul,crowded,black,enlarging,urban,6,edible
conical,yellow,no,pungent,close,black,enlarging,woods,10,poisonous
knobbed,gray,no,foul,crowded,brown,enlarging,woods,15,edible
knobbed,yellow,no,fishy,distant,buff,tapering,woods,15,edible
knobbed,white,no,pungent,close,chocolate,enlarging,woods,2,edible
conical,brown,yes,foul,distant,brown,enlarging,paths,1,poisonous
bell,white,yes,pungent,close,gray,tapering,paths,7,poisonous
flat,yellow,yes,pungent,crowded,buff,tapering,urban,9,edible
bell,gray,yes,fishy,crowded,black,tapering,meadows,5,edible
bell,brown,yes,almond,distant,black,tapering,urban,12,edible
bell,white,yes,none,close,buff,enlarging,urban,1,edible
sunken,yellow,yes,almond,close,gray,tapering,woods,8,poisonous
knobbed,white,yes,pungent,crowded,chocolate,tapering,paths,6,edible
conical,yellow,yes,fishy,close,gray,enlarging,paths,1,edible
sunken,brown,no,none,distant,black,enlarging,urban,5,edible
conical,yellow,no,none,distant,buff,tapering,paths,7,edible
knobbed,yellow,yes,fishy,crowded,buff,enlarging,paths,12,poisonous
flat,brown,no,almond,close,brown,enlarging,grasses,4,poisonous
flat,yellow,no,none,distant,black,enlarging,grasses,8,edible
bell,brown,yes,fishy,crowded,black,tapering,meadows,1,edible
knobbed,white,yes,foul,crowded,black,enlarging,paths,6,poisonous
conical,red,no,fishy,close,black,tapering,meadows,1,edible
flat,yellow,no,foul,close,chocolate,tapering,woods,6,edible
flat,white,yes,fishy,crowded,brown,tapering,woods,13,poisonous
sunken,gray,no,none,close,gray,enlarging,meadows,6,poisonous
sunken,gray,no,fishy,crowded,chocolate,tapering,woods,9,poisonous
knobbed,red,yes,fishy,close,black,enlarging,meadows,7,poisonous
sunken,yellow,yes,none,close,brown,enlarging,meadows,3,poisonous
sunken,white,no,almond,crowded,gray,enlarging,paths,3,edible
knobbed,gray,no,pungent,close,black,tapering,grasses,14,edible
bell,white,yes,fishy,distant,brown,tapering,grasses,3,poisonous
bell,white,yes,none,close,chocolate,enlarging,meadows,12,edible
sunken,red,no,fishy,distant,black,tapering,woods,5,edible
sunken,white,no,none,close,chocolate,enlarging,grasses,9,poisonous
flat,brown,no,almond,close,chocolate,enlarging,grasses,1,poisonous
bell,brown,yes,almond,crowded,black,enlarging,paths,11,poisonous
flat,brown,yes,fishy,crowded,gray,enlarging,paths,6,poisonous
conical,gray,no,foul,distant,brown,tapering,paths,6,poisonous
conical,gray,no,almond,distant,black,enlarging,urban,3,poisonous
bell,yellow,no,pungent,distant,brown,enlarging,grasses,12,poisonous
knobbed,gray,yes,foul,close,brown,enlarging,urban,5,edible
knobbed,yellow,yes,none,distant,buff,enlarging,woods,2,poisonous
conical,yellow,yes,foul,close,brown,enlarging,woods,8,poisonous
flat,white,yes,almond,crowded,chocolate,enlarging,urban,11,edible
knobbed,brown,yes,fishy,distant,gray,tapering,paths,13,edible
bell,brown,no,foul,close,brown,enlarging,paths,3,poisonous
conical,white,yes,none,crowded,chocolate,tapering,woods,5,edible
sunken,gray,yes,foul,distant,brown,tapering,urban,8,poisonous
knobbed,yellow,no,fishy,close,brown,enlarging,grasses,6,edible
conical,yellow,no,foul,close,chocolate,enlarging,paths,14,edible
knobbed,yellow,no,pungent,distant,brown,tapering,grasses,9,edible
knobbed,yellow,yes,fishy,close,buff,tapering,urban,6,edible
sunken,brown,yes,none,close,gray,tapering,urban,14,poisonous
knobbed,gray,no,foul,close,chocolate,tapering,urban,2,poisonous
conical,red,no,fishy,distant,chocolate,enlarging,woods,4,poisonous
conical,yellow,no,fishy,crowded,chocolate,enlarging,woods,8,poisonous
knobbed,red,yes,fishy,close,gray,tapering,grasses,12,poisonous
conical,yellow,yes,almond,crowded,buff,tapering,woods,11,edible
knobbed,red,no,almond,close,brown,tapering,urban,11,edible
sunken,brown,no,none,crowded,brown,tapering,woods,2,poisonous
bell,white,no,almond,close,buff,tapering,paths,12,edible
sunken,brown,no,pungent,close,gray,enlarging,grasses,12,poisonous
sunken,gray,no,none,distant,gray,enlarging,paths,1,edible
bell,red,no,pungent,close,chocolate,tapering,meadows,5,edible
bell,brown,no,foul,close,gray,tapering,urban,9,edible
conical,brown,yes,none,crowded,gray,enlarging,meadows,10,poisonous
sunken,red,yes,none,distant,gray,enlarging,paths,6,edible
knobbed,white,yes,fishy,crowded,brown,tapering,grasses,11,poisonous
bell,gray,yes,fishy,crowded,gray,tapering,meadows,4,edible
flat,white,no,fishy,close,black,enlarging,paths,6,poisonous
bell,brown,yes,foul,distant,chocolate,tapering,woods,11,edible
bell,yellow,yes,none,distant,chocolate,enlarging,urban,9,poisonous
bell,white,yes,almond,crowded,buff,tapering,grasses,8,poisonous
sunken,white,no,foul,close,gray,tapering,woods,10,poisonous
bell,yellow,no,none,distant,buff,tapering,woods,9,poisonous
bell,white,yes,foul,distant,gray,enlarging,woods,14,poisonous
flat,yellow,no,almond,crowded,black,tapering,meadows,6,poisonous
bell,gray,no,fishy,crowded,buff,tapering,meadows,9,edible
sunken,gray,no,fishy,distant,black,enlarging,urban,8,poisonous
bell,red,no,pungent,close,chocolate,tapering,meadows,10,poisonous
knobbed,white,no,foul,crowded,brown,enlarging,urban,10,poisonous
conical,gray,yes,fishy,close,brown,tapering,meadows,11,poisonous
bell,gray,yes,foul,close,brown,tapering,paths,3,poisonous
sunken,white,yes,pungent,crowded,brown,enlarging,woods,14,poisonous
conical,yellow,yes,almond,close,brown,tapering,woods,7,edible
knobbed,gray,no,foul,close,chocolate,enlarging,meadows,15,edible
conical,yellow,yes,almond,distant,brown,tapering,woods,15,edible
knobbed,yellow,yes,almond,distant,gray,tapering,woods,5,poisonous
knobbed,yellow,yes,foul,distant,chocolate,tapering,grasses,9,poisonous
conical,red,yes,none,close,brown,enlarging,grasses,6,poisonous
sunken,gray,yes,foul,close,buff,enlarging,meadows,1,poisonous
knobbed,yellow,no,none,close,brown,enlarging,woods,7,edible
knobbed,yellow,no,fishy,close,buff,tapering,grasses,5,poisonous
sunken,brown,no,almond,close,brown,tapering,woods,15,poisonous
conical,white,yes,none,close,chocolate,tapering,grasses,10,poisonous
conical,brown,no,none,distant,gray,enlarging,grasses,9,edible
bell,brown,no,pungent,close,brown,tapering,urban,13,edible
sunken,brown,no,pungent,distant,black,enlarging,grasses,8,poisonous
flat,white,no,fishy,crowded,chocolate,enlarging,paths,1,poisonous
bell,gray,no,pungent,distant,buff,tapering,woods,10,edible
sunken,red,yes,pungent,crowded,chocolate,tapering,grasses,9,edible
conical,yellow,yes,fishy,crowded,black,enlarging,paths,15,poisonous
flat,gray,no,fishy,distant,black,tapering,paths,11,poisonous
sunken,yellow,yes,foul,crowded,brown,enlarging,meadows,15,edible
conical,red,yes,fishy,crowded,gray,enlarging,paths,15,poisonous
bell,brown,yes,none,close,gray,tapering,urban,13,poisonous
sunken,white,yes,none,distant,buff,tapering,urban,3,edible
conical,gray,no,foul,distant,buff,enlarging,paths,14,poisonous
sunken,gray,no,almond,crowded,black,enlarging,grasses,4,edible
flat,yellow,yes,none,distant,brown,tapering,urban,15,poisonous
sunken,white,yes,pungent,close,gray,tapering,woods,9,edible
sunken,yellow,yes,pungent,close,chocolate,tapering,woods,10,edible
sunken,red,no,pungent,distant,chocolate,enlarging,urban,9,poisonous
sunken,yellow,no,pungent,distant,buff,tapering,urban,11,edible
flat,brown,yes,none,distant,black,enlarging,paths,12,poisonous
knobbed,brown,no,pungent,crowded,black,tapering,urban,6,poisonous
knobbed,red,yes,almond,distant,brown,tapering,paths,11,edible
sunken,white,no,foul,distant,gray,enlarging,meadows,10,edible
bell,brown,yes,fishy,crowded,gray,tapering,urban,11,edible
bell,yellow,no,none,close,chocolate,enlarging,paths,9,poisonous
conical,yellow,yes,none,crowded,buff,enlarging,urban,8,edible
flat,gray,yes,none,crowded,gray,tapering,paths,9,poisonous
conical,white,no,none,distant,buff,enlarging,woods,10,edible
knobbed,white,yes,fishy,crowded,buff,enlarging,paths,2,poisonous
flat,white,yes,pungent,crowded,gray,tapering,urban,9,edible
flat,white,yes,fishy,distant,brown,tapering,woods,7,edible
knobbed,gray,no,pungent,distant,brown,tapering,urban,8,edible
conical,yellow,no,foul,distant,buff,enlarging,urban,12,edible
bell,brown,yes,pungent,close,chocolate,tapering,woods,2,poisonous
flat,gray,yes,fishy,crowded,brown,enlarging,urban,15,edible
sunken,brown,yes,pungent,crowded,chocolate,enlarging,urban,2,poisonous
sunken,brown,yes,almond,crowded,chocolate,tapering,paths,14,edible
knobbed,yellow,yes,fishy,distant,gray,enlarging,urban,12,poisonous
flat,gray,yes,pungent,crowded,buff,tapering,meadows,12,edible
conical,white,yes,almond,crowded,buff,enlarging,woods,9,poisonous
flat,red,no,fishy,close,buff,enlarging,meadows,2,edible
flat,gray,yes,almond,close,black,enlarging,meadows,11,poisonous
knobbed,brown,no,foul,crowded,buff,enlarging,woods,6,poisonous
bell,yellow,no,pungent,distant,gray,enlarging,woods,9,edible
sunken,gray,no,almond,crowded,chocolate,enlarging,woods,5,poisonous
knobbed,gray,no,almond,distant,chocolate,enlarging,meadows,13,poisonous
bell,red,yes,none,distant,chocolate,tapering,grasses,1,edible
conical,gray,yes,almond,distant,brown,enlarging,woods,12,edible
knobbed,brown,no,almond,close,black,tapering,urban,3,poisonous
knobbed,gray,no,none,distant,chocolate,enlarging,woods,2,edible
flat,red,no,none,close,black,enlarging,grasses,15,edible
knobbed,red,no,pungent,close,chocolate,enlarging,grasses,8,edible
flat,red,no,pungent,crowded,brown,enlarging,grasses,15,edible
conical,gray,yes,pungent,distant,gray,enlarging,meadows,6,poisonous
sunken,gray,yes,none,distant,black,enlarging,meadows,7,edible
bell,white,no,fishy,distant,buff,tapering,paths,11,edible
bell,yellow,no,fishy,crowded,brown,tapering,paths,6,poisonous
bell,yellow,no,fishy,crowded,chocolate,tapering,meadows,4,edible
flat,red,yes,fishy,crowded,gray,enlarging,meadows,11,edible
knobbed,yellow,no,none,close,buff,tapering,grasses,11,poisonous
conical,red,yes,almond,distant,gray,tapering,woods,5,edible
knobbed,gray,no,foul,distant,chocolate,enlarging,grasses,13,poisonous
flat,gray,no,pungent,distant,chocolate,enlarging,paths,14,edible
flat,brown,no,foul,crowded,buff,enlarging,grasses,1,poisonous
flat,yellow,no,pungent,crowded,buff,tapering,paths,4,poisonous
bell,white,no,pungent,distant,black,enlarging,woods,12,edible
flat,brown,no,foul,crowded,brown,enlarging,meadows,4,poisonous
sunken,gray,yes,foul,distant,buff,tapering,grasses,5,poisonous
flat,white,yes,foul,crowded,brown,tapering,meadows,2,poisonous
conical,brown,no,foul,close,chocolate,tapering,urban,5,poisonous
flat,red,yes,almond,distant,buff,tapering,paths,15,edible
flat,yellow,yes,none,close,black,tapering,grasses,12,poisonous
sunken,white,yes,foul,close,gray,enlarging,woods,2,poisonous
flat,white,no,foul,crowded,black,tapering,woods,14,edible
conical,white,yes,pungent,distant,gray,enlarging,grasses,15,poisonous
conical,white,no,none,crowded,brown,tapering,meadows,6,edible
knobbed,red,no,foul,crowded,buff,enlarging,woods,13,poisonous
conical,brown,yes,none,crowded,buff,tapering,woods,15,poisonous
conical,brown,no,fishy,crowded,brown,tapering,woods,12,edible
conical,white,no,fishy,distant,buff,tapering,urban,10,poisonous
sunken,gray,no,fishy,crowded,brown,tapering,meadows,15,edible
conical,white,yes,pungent,distant,gray,tapering,grasses,11,poisonous
knobbed,white,yes,none,distant,gray,enlarging,paths,5,edible
conical,yellow,no,foul,close,black,enlarging,paths,8,poisonous
knobbed,white,no,foul,distant,brown,tapering,meadows,4,edible
flat,brown,yes,foul,crowded,buff,enlarging,urban,13,poisonous
knobbed,white,yes,fishy,distant,buff,enlarging,urban,11,poisonous
flat,white,no,none,crowded,chocolate,enlarging,woods,2,edible
bell,brown,yes,foul,distant,gray,tapering,grasses,11,edible
flat,yellow,yes,foul,distant,black,enlarging,paths,10,edible
conical,red,yes,almond,distant,gray,tapering,meadows,13,edible
sunken,brown,yes,fishy,close,brown,tapering,woods,12,edible
flat,yellow,no,foul,distant,gray,enlarging,meadows,12,poisonous
sunken,yellow,yes,pungent,distant,black,tapering,woods,14,edible
conical,gray,yes,pungent,close,gray,enlarging,paths,12,edible
flat,gray,no,foul,distant,gray,enlarging,woods,3,edible
bell,red,yes,none,close,brown,tapering,paths,15,poisonous
knobbed,white,yes,almond,crowded,chocolate,enlarging,meadows,1,edible
bell,brown,no,almond,crowded,brown,tapering,woods,5,edible
knobbed,white,yes,pungent,crowded,gray,tapering,paths,14,poisonous
bell,gray,no,almond,close,black,enlarging,paths,8,poisonous
flat,yellow,no,pungent,close,black,enlarging,meadows,7,poisonous
bell,brown,no,none,close,buff,enlarging,urban,15,poisonous
knobbed,gray,no,pungent,crowded,chocolate,tapering,meadows,13,edible
bell,brown,no,fishy,crowded,brown,enlarging,woods,13,edible
sunken,yellow,no,almond,crowded,gray,tapering,urban,3,poisonous
sunken,brown,no,almond,distant,buff,enlarging,meadows,10,edible
sunken,brown,yes,fishy,crowded,gray,tapering,meadows,2,edible
conical,gray,yes,fishy,distant,black,enlarging,grasses,7,poisonous
bell,white,yes,none,distant,gray,enlarging,meadows,6,edible
conical,yellow,yes,foul,crowded,chocolate,enlarging,grasses,4,edible
sunken,yellow,no,none,crowded,chocolate,enlarging,meadows,4,edible
knobbed,gray,yes,foul,crowded,black,tapering,paths,3,poisonous
conical,gray,no,pungent,distant,buff,tapering,grasses,15,poisonous
knobbed,gray,yes,foul,close,black,enlarging,meadows,3,poisonous
sunken,red,yes,almond,crowded,chocolate,tapering,urban,11,edible
sunken,gray,yes,none,crowded,buff,tapering,woods,2,poisonous
sunken,yellow,yes,foul,crowded,gray,enlarging,meadows,5,poisonous
knobbed,brown,no,pungent,close,chocolate,tapering,paths,14,edible
bell,yellow,yes,pungent,distant,gray,tapering,grasses,12,edible
bell,gray,yes,pungent,distant,gray,enlarging,paths,3,poisonous
bell,red,yes,almond,distant,black,tapering,paths,2,poisonous
bell,brown,yes,foul,close,buff,tapering,grasses,12,edible
flat,yellow,yes,almond,crowded,buff,tapering,woods,9,edible
flat,white,yes,almond,distant,buff,tapering,urban,10,poisonous
flat,red,no,none,close,gray,enlarging,paths,7,poisonous
conical,yellow,no,pungent,crowded,buff,tapering,meadows,13,poisonous
sunken,gray,yes,foul,crowded,chocolate,enlarging,paths,3,edible
sunken,gray,no,almond,crowded,chocolate,enlarging,paths,13,poisonous
flat,brown,yes,foul,close,buff,enlarging,meadows,4,edible
knobbed,yellow,yes,pungent,crowded,gray,enlarging,grasses,8,poisonous
